123.88,20.434,31.372,5.6983
132.71,65.852,93.463,13.568
50.61,3.9342,2.6295,6.9182
310.92,18.446,51.999,8.5218
141.86,8.399,11.007,7.2117
481.91,50.001,20.831,8.2732
216.35,8.8027,21.107,23.511
117.92,35.324,63.18,67.109
3290.2,39.24,104.25,38.017
871.66,9.9282,22.039,7.3436
51.907,11.949,72.893,17.579
390.72,26.292,22.476,11.967
103.46,9.9386,18.944,6.4568
891.45,16.473,18.238,22.176
514.76,20.681,47.15,9.8031
1609.6,63.62,40.918,22.455
181,6.6133,5.3322,5.6465
4759.2,40.075,14.469,6.4246
162.27,7.1111,5.4685,4.3897
3058.7,21.627,22.484,8.107
201.86,5.6358,6.9692,6.159
99.091,18.089,23.719,10.167
729.72,14.729,38.256,25.548
109.99,18.034,15.153,11.872
243.12,10.969,26.443,7.8444
130.78,6.2262,6.9179,10.155
59.586,74.853,49.61,19.269
478.69,30,20.241,8.9712
626.46,20.172,8.9138,4.5124
209.74,35.449,49.867,23.489
320.29,15.745,67.429,7.9518
1199.2,57.596,34.688,15.835
490.11,8.3646,28.252,19.64
31.207,1.7439,4.4875,7.854
85.719,12.35,13.03,9.3179
482.14,26.423,13.948,18.976
1525.3,43.229,69.179,21.018
60.624,6.8655,58.948,17.842
244.26,13.026,32.472,19.886
400.55,20.629,45.781,18.428
1318.5,67.432,84.712,29.18
1358,38.288,44.084,13.654
2267.1,37.494,44.216,44.126
881.66,15.78,10.995,8.3986
306.06,18.816,43.814,34.794
593.05,24.092,43.166,7.2719
69.828,4.8546,28.582,9.6689
124.49,6.9547,18.222,7.6848
318.34,17.442,140.92,79.118
501.18,22.973,19.136,8.8869
756.16,17.264,22.838,55.983
678.75,19.509,14.72,6.0095
205.95,10.823,24.479,7.0982
605.7,20.218,9.4207,13.176
883.71,102.18,68.005,40.276
355.72,16.422,37.65,14.851
3474,173.73,91.231,47.867
3084.8,50.783,47.685,25.184
159.84,34.539,186.58,33.695
77.397,17.818,42.908,11.167
135.74,13.893,39.545,16.301
4277.6,148.14,63.868,42.577
781.85,19.441,19.277,15.272
114.89,16.88,68.397,14.865
298.44,10.255,11.567,20.414
85.269,39.45,83.619,34.712
447.35,17.04,9.4366,19.316
399.37,26.721,14.281,6.4461
1084.9,11.993,12.204,13.294
481.6,13.942,37.358,33.539
73.141,6.3398,10.28,9.2773
6829.8,339.36,217.53,131.93
212.49,12.471,29.632,5.4164
181.29,17.128,29.445,8.2383
5927,241.25,94.796,44.352
836.86,18.71,16.252,21
280.52,24.035,68.993,16.626
722.46,40.291,35.095,22.767
241.38,21.912,17.52,9.9901
337.91,12.173,15.543,6.9772
92.269,6.6253,4.6492,3.7694
613.33,29.945,10.61,7.9022
94.707,5.9923,10.337,8.2601
237.2,17.308,13.479,9.4175
141.33,16.642,116.36,20.484
143.08,13.959,27.093,7.4908
232.83,2.5164,3.3028,5.1087
316.84,12.735,13.473,7.109
421.23,24.245,64.776,20.201
115.39,8.6286,6.767,8.4097
52.174,3.8994,4.8648,10.383
161.75,8.5294,72.683,31.452
6358.2,34.131,26.233,40.21
521.64,14.294,16.374,11.809
87.587,40.575,29.427,7.5304
100.08,6.2695,19.067,9.8158
474.67,13.661,15.327,6.4399
86.335,16.586,12.154,9.9639
